영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국_스크린수,전국_매출액,전국_관객수,서울_매출액,서울_관객수,장르,등급,영화구분,영화코드
크리드 3,마이클 B. 조던,,워너브러더스 코리아(주),워너브러더스 코리아(주),2023-03-01,개봉영화,장편,미국,156,61787600,6212,23964100,2380,액션,15세이상관람가,일반영화,e
사랑의 탐구,모니아 쇼크리,,(주)티캐스트,(주)티캐스트,2024-09-18,개봉영화,장편,캐나다,35,57271860,6208,46204760,4839,멜로/로맨스,청소년관람불가,독립/예술영화,e
실리카겔 <파워 앙드레 99>,,,,"씨제이 씨지브이(CJ CGV)(주),씨지브이 아이스콘",2024-08-21,개봉영화,장편,한국,29,136574000,6208,69828000,3174,공연,전체관람가,일반영화,e
쏜애플 불구경 2024 라이브 콘서트 필름,,,,씨지브이 아이스콘,2024-10-30,개봉영화,장편,한국,18,136419000,6201,80277000,3649,공연,전체관람가,일반영화,e
"다시, 벚꽃",유해진,(주)MBC,,(주)영화사 진진,2017-04-06,개봉영화,장편,한국,132,49614500,6199,28951800,3445,다큐멘터리,12세이상관람가,독립/예술영화,e
다 잘된 거야,프랑수아 오종,,(주)더쿱디스트리뷰션,(주)더쿱디스트리뷰션,2022-09-07,개봉영화,장편,프랑스,40,57171817,6198,41147317,4265,드라마,12세이상관람가,독립/예술영화,e
틸,치노늬 추크우,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2023-03-22,개봉영화,장편,미국,122,54991600,6198,22591100,2546,드라마,12세이상관람가,일반영화,e
인트로덕션,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-05-27,개봉영화,장편,한국,91,55369270,6185,41196140,4470,기타,12세이상관람가,독립/예술영화,e
스크래퍼,,,그린나래미디어(주),"그린나래미디어(주),(주)스튜디오 산타클로스엔터테인먼트",2023-09-27,개봉영화,장편,영국,45,56919717,6176,39692767,4168,,12세이상관람가,독립/예술영화,e
더 노비스,로런 해더웨이,,(주)영화사 진진,(주)영화사 진진,2022-05-25,개봉영화,장편,미국,52,53571600,6174,38417600,4337,스릴러,15세이상관람가,독립/예술영화,e
빨간머리 앤 : 네버엔딩스토리,다카하타 이사오,,얼리버드,와이드 릴리즈(주),2014-04-17,개봉영화,장편,일본,96,43118400,6167,13023300,1735,애니메이션,전체관람가,독립/예술영화,e
소울 키친,파티 아킨,,(주)스폰지이엔티,(주)영화사 조제,2011-02-17,개봉영화,장편,독일,9,48495000,6161,39036000,4816,드라마,청소년관람불가,독립/예술영화,e
칸다하,릭 로먼 워,,(주)누리픽쳐스,(주)누리픽쳐스,2023-09-20,개봉영화,장편,미국,78,49169213,6149,17078447,2045,스릴러,15세이상관람가,일반영화,e
당신의 사월,주현숙,(주)시네마달,,(주)시네마달,2021-04-01,개봉영화,장편,한국,59,45656620,6143,23320720,3061,다큐멘터리,전체관람가,독립/예술영화,e
헤밍웨이 인 하바나,밥 야리,,(주)무브먼트 픽쳐스,(주)라이크콘텐츠,2018-07-05,개봉영화,장편,미국,20,44622400,6137,31296000,4188,드라마,15세이상관람가,독립/예술영화,e
폭로,홍용호,(주)로그라인스튜디오,,(주)메리크리스마스,2023-09-20,개봉영화,장편,한국,145,51638600,6136,18605200,2321,범죄,12세이상관람가,독립/예술영화,e
리디밍 러브,D.J. 카루소,,"주식회사 풍경소리,(주)타임앤드스페이스",(주)까멜리아이엔티,2022-03-23,개봉영화,장편,미국,118,48410470,6134,27864270,3622,멜로/로맨스,15세이상관람가,일반영화,e
하리수의 도색,양범,,(유)조이앤컨텐츠그룹,(주)팝파트너스,2013-10-02,개봉영화,장편,홍콩,5,13607000,6131,750000,150,드라마,청소년관람불가,일반영화,e
셜리에 관한 모든 것,구스타프 도이치,,(주)영화사 진진,(주)영화사 진진,2013-12-26,개봉영화,장편,오스트리아,7,46107300,6128,39054300,4922,드라마,15세이상관람가,독립/예술영화,e
스톡홀름의 마지막 연인,퍼닐라 어거스트,,(주)엣나인필름,(주)엣나인필름,2017-12-21,개봉영화,장편,스웨덴,47,47000800,6127,31699400,3813,멜로/로맨스,15세이상관람가,독립/예술영화,e
굿 보스,페르난도 레온 데 아라노아,,(주)엔케이컨텐츠,(주)디스테이션,2022-02-10,개봉영화,장편,스페인,85,54351220,6114,31916720,3463,드라마,15세이상관람가,독립/예술영화,e
나쁜 사랑,브누와 쟉꼬,,(주)수키픽쳐스,주식회사 씨네룩스,2015-04-16,개봉영화,장편,프랑스,35,46875500,6107,37237000,4715,멜로/로맨스,15세이상관람가,독립/예술영화,e
엠파이어 스테이트,디토 몬티엘,,(주)소나무픽쳐스,(주)박수엔터테인먼트,2014-05-08,개봉영화,장편,미국,73,41951800,6102,7927900,1572,액션,청소년관람불가,일반영화,e
레스트리스,"구스 반 산트,앤드류 두선무",,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-27,개봉영화,장편,미국,11,47553300,6083,40095300,5057,드라마,12세이상관람가,독립/예술영화,e
모든 비밀스러운 것들,에이미 버그,,(주)올스타엔터테인먼트,와이드 릴리즈(주),2015-07-02,개봉영화,장편,미국,49,41677000,6077,20043500,2795,스릴러,15세이상관람가,일반영화,e
그리고 우린 춤을 추었다,레반 아킨,,(주)엣나인필름,(주)엣나인필름,2020-11-25,개봉영화,장편,프랑스,79,53468810,6069,38020840,4095,드라마,15세이상관람가,독립/예술영화,e
리턴 투 센더,포아드 미카티,,(주)퍼스트런,(주)디스테이션,2016-03-10,개봉영화,장편,미국,142,47702000,6062,16607500,2048,범죄,15세이상관람가,일반영화,e
시크릿 레터,쥬세페 토르나토레,,(주)콘텐츠게이트,(주)디스테이션,2017-11-23,개봉영화,장편,이탈리아,79,46532500,6056,26717600,3290,드라마,12세이상관람가,독립/예술영화,e
디터 람스,게리 허스트윗,,하준사,하준사,2019-08-22,개봉영화,장편,미국,11,50942770,6051,47328770,5489,다큐멘터리,전체관람가,독립/예술영화,e
플래시백,,,판씨네마(주),판씨네마(주),2021-06-10,개봉영화,장편,캐나다,145,45741340,6044,22842850,3096,드라마,15세이상관람가,독립/예술영화,20202477
전투왕,이상호,(주)씨네포트,,"(주)씨네포트,주식회사 블루필름웍스",2022-02-17,개봉영화,장편,한국,41,62110610,6034,31556800,2909,다큐멘터리,12세이상관람가,독립/예술영화,e
초인,서은영,"퍼레이드 픽쳐스,(주)유토",,"(주)대명문화공장,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2016-05-05,개봉영화,장편,한국,30,46521400,6034,36434800,4520,멜로/로맨스,12세이상관람가,독립/예술영화,e
선물 가게를 지나야 출구,뱅크시,,(주)스폰지이엔티,(주)영화사 조제,2011-08-18,개봉영화,장편,미국,13,48032900,6032,44256400,5489,다큐멘터리,12세이상관람가,독립/예술영화,e
진격의 거인: 자유의 날개,아라키 테츠로,,(주)애니플러스,(주)박수엔터테인먼트,2015-12-10,개봉영화,장편,일본,37,46345600,6026,17655900,2239,애니메이션,15세이상관람가,독립/예술영화,e
교토에서 온 편지,김민주,한국영화아카데미,,판씨네마(주),2023-12-06,개봉영화,장편,한국,66,50003197,6022,23010578,2612,드라마,12세이상관람가,독립/예술영화,e
피나 바우쉬의 댄싱 드림즈,"라이너 호프만,안네 린셀",,(주)영화사 진진,(주)영화사 진진,2011-01-20,개봉영화,장편,독일,2,45059800,6010,39607800,5031,다큐멘터리,12세이상관람가,독립/예술영화,e
극장판 프리큐어 올스타즈 F,,,(주)엔케이컨텐츠,(주)디스테이션,2024-07-31,개봉영화,장편,일본,104,62614346,6007,34865839,3015,애니메이션,전체관람가,일반영화,e
블러드 심플,조엘 코엔,,"시네마 뉴원,(주)콘텐츠윙","시네마 뉴원,(주)콘텐츠윙",2019-10-17,개봉영화,장편,미국,30,48499532,6001,30717500,3531,범죄,15세이상관람가,독립/예술영화,e
논픽션 다이어리,정윤석,1+1=film,,(주)영화사 진진,2014-07-17,개봉영화,장편,한국,28,45574424,6000,32307224,4129,다큐멘터리,15세이상관람가,독립/예술영화,e
탑,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2022-11-03,개봉영화,장편,한국,57,56281293,5992,45785993,4746,드라마,15세이상관람가,독립/예술영화,e
영웅 - 샐러멘더의 비밀,"알렉산드르 야킴추크,엘레나 코발레바",,익스트림 필름,익스트림 필름,2013-03-14,개봉영화,장편,러시아,39,44081500,5987,17204000,2163,액션,15세이상관람가,일반영화,e
이태석,이우석,"드림채널,주식회사 블루필름웍스",,"THE 픽쳐스,주식회사 블루필름웍스",2022-12-29,개봉영화,장편,한국,100,49047396,5977,17100297,2347,다큐멘터리,전체관람가,독립/예술영화,e
지구 최후의 밤,비간,,찬란,찬란,2019-07-25,개봉영화,장편,중국,1,48135800,5967,33814600,3911,드라마,12세이상관람가,독립/예술영화,e
몽 루아,마이웬 르 베스코,,(주)엘지유플러스,플러스엠 엔터테인먼트,2016-05-26,개봉영화,장편,프랑스,41,43841112,5961,31354412,4103,멜로/로맨스,청소년관람불가,독립/예술영화,e
"조금씩, 천천히 안녕",나카노 료타,,(주)엔케이컨텐츠,(주)디스테이션,2020-05-27,개봉영화,장편,일본,166,47781320,5960,30070560,3738,가족,전체관람가,독립/예술영화,e
댄싱 베토벤,아란사 아귀레,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2018-02-22,개봉영화,장편,스페인,43,43550500,5952,21837500,2928,다큐멘터리,전체관람가,독립/예술영화,e
피렌체와 우피치 미술관,,,일미디어,일미디어,2024-06-26,개봉영화,장편,이탈리아,17,47459606,5952,25685906,2775,다큐멘터리,전체관람가,독립/예술영화,e
호야와 토리: 드래곤 숲의 비밀,하타 마사미,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2015-06-04,개봉영화,장편,일본,198,40189200,5950,5363900,744,애니메이션,전체관람가,일반영화,e
로망스 돌,타나다 유키,,(주)미디어캐슬,(주)미디어캐슬,2022-04-01,개봉영화,장편,일본,7,31168700,5949,22562700,4294,멜로/로맨스,청소년관람불가,독립/예술영화,e
블랙딜,이조훈,(주)인디플러그,,(주)인디플러그,2014-07-03,개봉영화,장편,한국,74,40589200,5947,17630000,2503,다큐멘터리,12세이상관람가,독립/예술영화,e
리그렛,세드릭 칸,,(주)컴퍼니엘,예지림엔터테인먼트,2012-04-19,개봉영화,장편,프랑스,6,46045500,5934,43834000,5558,멜로/로맨스,청소년관람불가,독립/예술영화,e
베일을 쓴 소녀,기욤 니클루,,그린나래미디어(주),그린나래미디어(주),2014-01-23,개봉영화,장편,프랑스,16,43792000,5930,36245000,4555,드라마,청소년관람불가,독립/예술영화,e
서태지 25주년 라이브 타임: 트래블러,서태지,,,씨제이 씨지브이(CJ CGV)(주),2023-09-06,개봉영화,장편,한국,44,118467500,5924,63316000,3166,공연,전체관람가,일반영화,e
다운 어 다크 홀,로드리고 코르테스,,(주)누리픽쳐스,(주)누리픽쳐스,2019-09-26,개봉영화,장편,미국,94,29600000,5920,2300000,460,드라마,12세이상관람가,독립/예술영화,e
벨 칸토,폴 웨이츠,,(주)누리픽쳐스,(주)누리픽쳐스,2019-09-26,개봉영화,장편,미국,100,29600000,5920,15600000,3120,드라마,15세이상관람가,독립/예술영화,e
윈체스터,"마이클 스피어리그,피터 스피어이그",,(주)누리픽쳐스,(주)누리픽쳐스,2019-09-19,개봉영화,장편,호주,100,29600000,5920,8900000,1780,판타지,12세이상관람가,독립/예술영화,e
극장판 마법소녀 마도카 마기카(전편): 시작의 이야기,신보 아키유키,,(주)애니플러스,(주)미디어데이,2013-07-20,개봉영화,장편,일본,10,48706000,5916,30127000,3674,애니메이션,12세이상관람가,일반영화,e
해적왕 작스톰,필립 귀엔,(주)에스에이엠지엔터테인먼트,,(주)에스에이엠지엔터테인먼트,2018-07-25,개봉영화,장편,한국,65,45905800,5916,23001300,2613,애니메이션,전체관람가,일반영화,e
웰컴 투 마이 하트,제이크 스콧,,판씨네마(주),판씨네마(주),2012-02-02,개봉영화,장편,영국,15,45131500,5914,26332000,3347,드라마,청소년관람불가,독립/예술영화,e
톰과 제리 아카데미 가다,"조셉 바바라,윌리엄 한나",,(주)피터팬픽쳐스,(주)팝엔터테인먼트,2014-12-11,개봉영화,장편,미국,54,42438000,5909,12355500,1591,애니메이션,전체관람가,독립/예술영화,e
바이 더 씨,안젤리나 졸리,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-04-28,개봉영화,장편,미국,40,46167000,5908,28739000,3656,드라마,청소년관람불가,독립/예술영화,e
백야,이송희일,(주)시네마달,,(주)시네마달,2012-11-15,개봉영화,장편,한국,19,43774000,5908,36879000,4917,멜로/로맨스,청소년관람불가,독립/예술영화,e
서태지밴드 콘서트투어 '콰이어트나이트',서태지,(주)서태지컴퍼니,,(주)서태지컴퍼니,2015-11-26,개봉영화,장편,한국,6,52669600,5908,42698600,4775,공연,전체관람가,일반영화,e
아이스,올레그 트로핌,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2019-02-07,개봉영화,장편,러시아,110,46440980,5907,21931430,2733,멜로/로맨스,전체관람가,독립/예술영화,e
액션히어로,이진호,한국예술종합학교 산학협력단,,(주)트리플픽쳐스,2021-07-21,개봉영화,장편,한국,110,48964700,5904,26721380,3123,액션,12세이상관람가,독립/예술영화,e
극장판 울려라! 유포니엄,이시하라 타츠야,,(주)애니플러스,(주)박수엔터테인먼트,2016-09-01,개봉영화,장편,일본,72,45125000,5899,21581000,2771,애니메이션,전체관람가,일반영화,e
환상의 마로나,안카 다미안,,(주)에이유앤씨,찬란,2020-06-11,개봉영화,장편,프랑스,48,55835960,5892,46609720,4670,애니메이션,전체관람가,독립/예술영화,e
